id,base_id,model,keep,pLDDT,id_plddt,length,aa_entropy,instability,gravy,isoelectric_point,low_complex,max_homopolymer,helix_sheet,id_metrics
CheY-like_superfamily_097|CheY-like,CheY-like_superfamily_097,ProLLaMA,False,64.5,CheY-like_superfamily_097|CheY-like,163,3.85436222997214,52.96932515337422,-0.1085889570552146,4.750398445129394,0.0,3,3.269230769230769,CheY-like_superfamily_097|CheY-like
CheY-like_superfamily_103|CheY-like,CheY-like_superfamily_103,ProLLaMA,True,92.80000000000001,CheY-like_superfamily_103|CheY-like,210,3.965557808937023,35.315714285714265,-0.2404761904761905,5.475663948059082,0.0,3,2.061224489795918,CheY-like_superfamily_103|CheY-like
CheY-like_superfamily_109|CheY-like,CheY-like_superfamily_109,ProLLaMA,False,79.0,CheY-like_superfamily_109|CheY-like,212,3.887687428612335,40.2,-0.3891509433962265,8.97317714691162,0.0,3,1.830188679245283,CheY-like_superfamily_109|CheY-like
CheY-like_superfamily_114|CheY-like,CheY-like_superfamily_114,ProLLaMA,False,82.39999999999999,CheY-like_superfamily_114|CheY-like,240,4.00302721670668,40.44083333333333,-0.0091666666666666,6.849860191345214,0.0,3,2.076923076923077,CheY-like_superfamily_114|CheY-like
CheY-like_superfamily_147|CheY-like,CheY-like_superfamily_147,ProLLaMA,True,80.0,CheY-like_superfamily_147|CheY-like,195,3.9706265713548254,25.08102564102563,-0.4958974358974364,4.681054878234862,0.0,3,3.09375,CheY-like_superfamily_147|CheY-like
ProtGPT2_CheY-like_superfamily_005|CheY-like,ProtGPT2_CheY-like_superfamily_005,ProtGPT2,True,28.4,ProtGPT2_CheY-like_superfamily_005|CheY-like,175,4.134002053577409,34.005199999999995,-0.2799999999999998,4.704188346862792,0.0,4,1.5476190476190477,ProtGPT2_CheY-like_superfamily_005|CheY-like
ProtGPT2_CheY-like_superfamily_007|CheY-like,ProtGPT2_CheY-like_superfamily_007,ProtGPT2,False,82.8,ProtGPT2_CheY-like_superfamily_007|CheY-like,120,4.14730212889166,60.26424999999998,-0.7308333333333341,6.507177925109862,0.0,3,1.870967741935484,ProtGPT2_CheY-like_superfamily_007|CheY-like
ProtGPT2_CheY-like_superfamily_017|CheY-like,ProtGPT2_CheY-like_superfamily_017,ProtGPT2,True,27.500000000000004,ProtGPT2_CheY-like_superfamily_017|CheY-like,179,4.108182565880246,32.8654189944134,-0.7625698324022347,5.112917518615721,0.0,2,1.510204081632653,ProtGPT2_CheY-like_superfamily_017|CheY-like
ProtGPT2_CheY-like_superfamily_029|CheY-like,ProtGPT2_CheY-like_superfamily_029,ProtGPT2,True,82.89999999999999,ProtGPT2_CheY-like_superfamily_029|CheY-like,355,4.046253367248824,38.45042253521125,-0.3321126760563381,9.148079872131351,0.0,3,2.4078947368421053,ProtGPT2_CheY-like_superfamily_029|CheY-like
ProtGPT2_CheY-like_superfamily_032|CheY-like,ProtGPT2_CheY-like_superfamily_032,ProtGPT2,True,87.5,ProtGPT2_CheY-like_superfamily_032|CheY-like,445,4.130111228634637,25.990134831460672,-0.1662921348314611,5.243419837951659,0.0,3,1.1487603305785123,ProtGPT2_CheY-like_superfamily_032|CheY-like
ProtGPT2_CheY-like_superfamily_043|CheY-like,ProtGPT2_CheY-like_superfamily_043,ProtGPT2,True,85.8,ProtGPT2_CheY-like_superfamily_043|CheY-like,259,4.122134506172101,25.495019305019287,-0.0934362934362934,9.504783439636231,0.0,3,1.2467532467532467,ProtGPT2_CheY-like_superfamily_043|CheY-like
ProtGPT2_CheY-like_superfamily_047|CheY-like,ProtGPT2_CheY-like_superfamily_047,ProtGPT2,False,39.5,ProtGPT2_CheY-like_superfamily_047|CheY-like,311,4.042973283462071,34.644726688102885,-0.1520900321543409,5.914745140075683,0.0,8,2.6140350877192984,ProtGPT2_CheY-like_superfamily_047|CheY-like
ProtGPT2_CheY-like_superfamily_062|CheY-like,ProtGPT2_CheY-like_superfamily_062,ProtGPT2,True,58.699999999999996,ProtGPT2_CheY-like_superfamily_062|CheY-like,364,3.741871052219404,35.41129120879122,-1.1071428571428552,9.404664039611816,0.0,4,2.514705882352941,ProtGPT2_CheY-like_superfamily_062|CheY-like
ProtGPT2_CheY-like_superfamily_063|CheY-like,ProtGPT2_CheY-like_superfamily_063,ProtGPT2,True,51.7,ProtGPT2_CheY-like_superfamily_063|CheY-like,228,4.051320708097532,36.11758771929824,-0.1122807017543859,6.2950548171997065,0.0,2,2.0,ProtGPT2_CheY-like_superfamily_063|CheY-like
ProtGPT2_CheY-like_superfamily_074|CheY-like,ProtGPT2_CheY-like_superfamily_074,ProtGPT2,True,37.0,ProtGPT2_CheY-like_superfamily_074|CheY-like,160,3.8447135202821214,30.899374999999992,-0.0699999999999999,4.120679283142089,0.0,3,1.8611111111111112,ProtGPT2_CheY-like_superfamily_074|CheY-like
ProtGPT2_CheY-like_superfamily_077|CheY-like,ProtGPT2_CheY-like_superfamily_077,ProtGPT2,False,43.8,ProtGPT2_CheY-like_superfamily_077|CheY-like,280,3.81114405585208,71.49892857142855,-0.4746428571428567,10.820325279235842,0.0,4,3.3,ProtGPT2_CheY-like_superfamily_077|CheY-like
ProtGPT2_CheY-like_superfamily_083|CheY-like,ProtGPT2_CheY-like_superfamily_083,ProtGPT2,False,39.5,ProtGPT2_CheY-like_superfamily_083|CheY-like,136,3.907199808026505,35.37794117647058,0.3794117647058823,7.762751197814942,0.0,3,2.4827586206896552,ProtGPT2_CheY-like_superfamily_083|CheY-like
ProtGPT2_CheY-like_superfamily_099|CheY-like,ProtGPT2_CheY-like_superfamily_099,ProtGPT2,False,65.8,ProtGPT2_CheY-like_superfamily_099|CheY-like,162,4.008986999589867,54.3519135802469,-0.597530864197531,5.387734031677247,0.0,3,1.3846153846153846,ProtGPT2_CheY-like_superfamily_099|CheY-like
ProtGPT2_CheY-like_superfamily_100|CheY-like,ProtGPT2_CheY-like_superfamily_100,ProtGPT2,False,40.8,ProtGPT2_CheY-like_superfamily_100|CheY-like,133,3.9819397201808586,63.39548872180453,-0.606015037593985,6.474722862243652,0.0,3,2.076923076923077,ProtGPT2_CheY-like_superfamily_100|CheY-like
ProtGPT2_CheY-like_superfamily_110|CheY-like,ProtGPT2_CheY-like_superfamily_110,ProtGPT2,False,61.9,ProtGPT2_CheY-like_superfamily_110|CheY-like,182,3.5382626713957475,98.01263736263734,-1.3456043956043968,11.999967765808105,0.0109890109890109,9,5.8,ProtGPT2_CheY-like_superfamily_110|CheY-like
ProtGPT2_CheY-like_superfamily_120|CheY-like,ProtGPT2_CheY-like_superfamily_120,ProtGPT2,True,49.5,ProtGPT2_CheY-like_superfamily_120|CheY-like,149,4.055540938664525,38.10879194630872,-1.1651006711409402,10.423135566711426,0.0,3,3.2916666666666665,ProtGPT2_CheY-like_superfamily_120|CheY-like
ProtGPT2_CheY-like_superfamily_122|CheY-like,ProtGPT2_CheY-like_superfamily_122,ProtGPT2,False,32.0,ProtGPT2_CheY-like_superfamily_122|CheY-like,401,4.044220309791509,47.54638403990026,-0.1526184538653366,7.753145408630371,0.0,4,2.631578947368421,ProtGPT2_CheY-like_superfamily_122|CheY-like
ProtGPT2_CheY-like_superfamily_128|CheY-like,ProtGPT2_CheY-like_superfamily_128,ProtGPT2,True,30.3,ProtGPT2_CheY-like_superfamily_128|CheY-like,309,3.859247335930648,36.67805825242717,-0.3831715210355991,6.209512138366699,0.0,3,1.350515463917526,ProtGPT2_CheY-like_superfamily_128|CheY-like
ProtGPT2_CheY-like_superfamily_130|CheY-like,ProtGPT2_CheY-like_superfamily_130,ProtGPT2,False,55.800000000000004,ProtGPT2_CheY-like_superfamily_130|CheY-like,215,3.3690742775634144,96.54093023255814,-0.2348837209302328,10.772683143615724,0.0,3,3.809523809523809,ProtGPT2_CheY-like_superfamily_130|CheY-like
ProtGPT2_CheY-like_superfamily_142|CheY-like,ProtGPT2_CheY-like_superfamily_142,ProtGPT2,True,57.99999999999999,ProtGPT2_CheY-like_superfamily_142|CheY-like,108,3.9341065617474986,31.50833333333332,-0.1611111111111111,6.89391040802002,0.0,2,1.6153846153846154,ProtGPT2_CheY-like_superfamily_142|CheY-like
ProtGPT2_CheY-like_superfamily_149|CheY-like,ProtGPT2_CheY-like_superfamily_149,ProtGPT2,False,49.5,ProtGPT2_CheY-like_superfamily_149|CheY-like,220,3.844765517538945,42.66636363636362,-0.0259090909090908,9.146339225769044,0.0,3,3.625,ProtGPT2_CheY-like_superfamily_149|CheY-like
ProtGPT2_Thioredoxin-like_superfamily_005|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_005,ProtGPT2,True,54.400000000000006,ProtGPT2_Thioredoxin-like_superfamily_005|Thioredoxin-like,223,4.046919101789123,28.821973094170403,-0.6547085201793729,5.076370048522948,0.0,4,1.86,ProtGPT2_Thioredoxin-like_superfamily_005|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_008|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_008,ProtGPT2,True,52.300000000000004,ProtGPT2_Thioredoxin-like_superfamily_008|Thioredoxin-like,174,4.127205004423132,38.86724137931034,-0.0442528735632183,8.900005531311038,0.0,2,1.5208333333333333,ProtGPT2_Thioredoxin-like_superfamily_008|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_029|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_029,ProtGPT2,False,68.8,ProtGPT2_Thioredoxin-like_superfamily_029|Thioredoxin-like,325,3.411561356314313,48.57753846153847,-0.0458461538461539,10.52138538360596,0.0,4,6.9,ProtGPT2_Thioredoxin-like_superfamily_029|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_050|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_050,ProtGPT2,False,40.1,ProtGPT2_Thioredoxin-like_superfamily_050|Thioredoxin-like,231,4.002366305206618,40.731601731601735,-0.315584415584416,8.761334037780763,0.0,3,3.676470588235294,ProtGPT2_Thioredoxin-like_superfamily_050|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_058|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_058,ProtGPT2,False,46.1,ProtGPT2_Thioredoxin-like_superfamily_058|Thioredoxin-like,404,3.77419640439573,62.96435643564371,-1.0853960396039597,11.4824800491333,0.0,6,7.482758620689655,ProtGPT2_Thioredoxin-like_superfamily_058|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_060|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_060,ProtGPT2,True,79.0,ProtGPT2_Thioredoxin-like_superfamily_060|Thioredoxin-like,111,4.042784212517938,33.45315315315314,-0.5774774774774777,6.588059806823731,0.0,2,2.4,ProtGPT2_Thioredoxin-like_superfamily_060|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_061|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_061,ProtGPT2,False,86.2,ProtGPT2_Thioredoxin-like_superfamily_061|Thioredoxin-like,448,4.009849942574844,54.68973214285721,-0.6609374999999992,9.13705577850342,0.0,7,2.763157894736842,ProtGPT2_Thioredoxin-like_superfamily_061|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_067|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_067,ProtGPT2,True,48.199999999999996,ProtGPT2_Thioredoxin-like_superfamily_067|Thioredoxin-like,97,3.793335454323419,36.06701030927835,-0.618556701030928,8.300578498840334,0.0,3,2.380952380952381,ProtGPT2_Thioredoxin-like_superfamily_067|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_068|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_068,ProtGPT2,False,51.9,ProtGPT2_Thioredoxin-like_superfamily_068|Thioredoxin-like,314,3.9667439369052926,50.0130891719745,0.6869426751592365,5.701826286315918,0.0,3,1.7088607594936709,ProtGPT2_Thioredoxin-like_superfamily_068|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_075|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_075,ProtGPT2,False,29.099999999999998,ProtGPT2_Thioredoxin-like_superfamily_075|Thioredoxin-like,244,4.024174417944029,42.38606557377048,0.0930327868852458,7.683915519714356,0.0,3,1.611940298507463,ProtGPT2_Thioredoxin-like_superfamily_075|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_085|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_085,ProtGPT2,True,42.0,ProtGPT2_Thioredoxin-like_superfamily_085|Thioredoxin-like,350,4.102538888576116,29.18285714285714,-0.236571428571429,5.254844474792479,0.0,2,1.875,ProtGPT2_Thioredoxin-like_superfamily_085|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_094|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_094,ProtGPT2,False,37.0,ProtGPT2_Thioredoxin-like_superfamily_094|Thioredoxin-like,113,4.024160454000925,54.93362831858405,-0.4398230088495574,9.248199272155762,0.0,3,2.1923076923076925,ProtGPT2_Thioredoxin-like_superfamily_094|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_105|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_105,ProtGPT2,True,39.7,ProtGPT2_Thioredoxin-like_superfamily_105|Thioredoxin-like,214,3.994537698382029,27.722429906542043,-0.1210280373831775,6.113226890563964,0.0,3,2.333333333333333,ProtGPT2_Thioredoxin-like_superfamily_105|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_108|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_108,ProtGPT2,True,31.0,ProtGPT2_Thioredoxin-like_superfamily_108|Thioredoxin-like,243,3.951841779453997,35.24860082304525,-0.6024691358024696,9.437285041809083,0.0,3,1.1506849315068493,ProtGPT2_Thioredoxin-like_superfamily_108|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_115|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_115,ProtGPT2,False,73.2,ProtGPT2_Thioredoxin-like_superfamily_115|Thioredoxin-like,230,3.896947766712976,43.92130434782607,-0.3760869565217393,6.126527214050292,0.0,3,3.484848484848485,ProtGPT2_Thioredoxin-like_superfamily_115|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_116|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_116,ProtGPT2,True,67.4,ProtGPT2_Thioredoxin-like_superfamily_116|Thioredoxin-like,442,4.042402353708606,30.185520361990932,-0.3361990950226248,5.2060766220092765,0.0,4,1.9292929292929293,ProtGPT2_Thioredoxin-like_superfamily_116|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_133|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_133,ProtGPT2,True,48.8,ProtGPT2_Thioredoxin-like_superfamily_133|Thioredoxin-like,469,3.993772554676733,36.92454157782516,-0.1206823027718554,4.68139591217041,0.0,3,2.65,ProtGPT2_Thioredoxin-like_superfamily_133|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_135|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_135,ProtGPT2,False,43.4,ProtGPT2_Thioredoxin-like_superfamily_135|Thioredoxin-like,203,4.196133625762753,53.193152709359616,-0.2591133004926109,7.646799659729004,0.0,2,1.851063829787234,ProtGPT2_Thioredoxin-like_superfamily_135|Thioredoxin-like
ProtGPT2_Thioredoxin-like_superfamily_146|Thioredoxin-like,ProtGPT2_Thioredoxin-like_superfamily_146,ProtGPT2,False,35.099999999999994,ProtGPT2_Thioredoxin-like_superfamily_146|Thioredoxin-like,416,4.003093187552653,46.31634615384615,-0.5060096153846158,6.218151664733886,0.0,3,2.2988505747126435,ProtGPT2_Thioredoxin-like_superfamily_146|Thioredoxin-like
Thioredoxin-like_superfamily_000|Thioredoxin-like,Thioredoxin-like_superfamily_000,ProLLaMA,True,39.0,Thioredoxin-like_superfamily_000|Thioredoxin-like,204,4.0529839511985575,30.818627450980383,-0.1073529411764705,5.210453224182127,0.0,3,1.5272727272727271,Thioredoxin-like_superfamily_000|Thioredoxin-like
Thioredoxin-like_superfamily_001|Thioredoxin-like,Thioredoxin-like_superfamily_001,ProLLaMA,True,52.7,Thioredoxin-like_superfamily_001|Thioredoxin-like,222,4.015392305684402,27.166216216216203,-0.2256756756756755,5.131447029113769,0.0,3,1.7017543859649122,Thioredoxin-like_superfamily_001|Thioredoxin-like
Thioredoxin-like_superfamily_010|Thioredoxin-like,Thioredoxin-like_superfamily_010,ProLLaMA,False,46.7,Thioredoxin-like_superfamily_010|Thioredoxin-like,153,3.958650276186778,16.918954248366013,0.0849673202614378,9.002574729919434,0.0,4,2.111111111111111,Thioredoxin-like_superfamily_010|Thioredoxin-like
Thioredoxin-like_superfamily_023|Thioredoxin-like,Thioredoxin-like_superfamily_023,ProLLaMA,True,49.8,Thioredoxin-like_superfamily_023|Thioredoxin-like,182,3.873848212902594,27.881318681318668,-0.4472527472527474,9.895010566711427,0.0,3,2.6875,Thioredoxin-like_superfamily_023|Thioredoxin-like
Thioredoxin-like_superfamily_027|Thioredoxin-like,Thioredoxin-like_superfamily_027,ProLLaMA,False,63.7,Thioredoxin-like_superfamily_027|Thioredoxin-like,147,4.005154170328289,27.09319727891156,0.1013605442176871,4.886641502380371,0.0,3,1.525,Thioredoxin-like_superfamily_027|Thioredoxin-like
Thioredoxin-like_superfamily_028|Thioredoxin-like,Thioredoxin-like_superfamily_028,ProLLaMA,True,51.6,Thioredoxin-like_superfamily_028|Thioredoxin-like,215,3.9999143338375993,32.337209302325576,-0.2213953488372091,7.399834251403808,0.0,2,2.1555555555555554,Thioredoxin-like_superfamily_028|Thioredoxin-like
Thioredoxin-like_superfamily_029|Thioredoxin-like,Thioredoxin-like_superfamily_029,ProLLaMA,False,38.5,Thioredoxin-like_superfamily_029|Thioredoxin-like,133,3.999578266141155,17.461729323308266,0.1097744360902256,6.0973119735717765,0.0,2,1.0,Thioredoxin-like_superfamily_029|Thioredoxin-like
Thioredoxin-like_superfamily_040|Thioredoxin-like,Thioredoxin-like_superfamily_040,ProLLaMA,False,52.900000000000006,Thioredoxin-like_superfamily_040|Thioredoxin-like,146,3.999917833674585,44.06239726027396,-0.3801369863013698,8.372589683532716,0.0,3,1.794871794871795,Thioredoxin-like_superfamily_040|Thioredoxin-like
Thioredoxin-like_superfamily_054|Thioredoxin-like,Thioredoxin-like_superfamily_054,ProLLaMA,True,41.5,Thioredoxin-like_superfamily_054|Thioredoxin-like,247,3.9653666788235418,22.949392712550598,-0.3327935222672065,9.481188011169433,0.0,2,1.546875,Thioredoxin-like_superfamily_054|Thioredoxin-like
Thioredoxin-like_superfamily_060|Thioredoxin-like,Thioredoxin-like_superfamily_060,ProLLaMA,False,54.2,Thioredoxin-like_superfamily_060|Thioredoxin-like,135,4.007098997533326,50.05555555555554,-0.0125925925925924,7.683460807800293,0.0,4,1.9411764705882355,Thioredoxin-like_superfamily_060|Thioredoxin-like
Thioredoxin-like_superfamily_068|Thioredoxin-like,Thioredoxin-like_superfamily_068,ProLLaMA,True,41.5,Thioredoxin-like_superfamily_068|Thioredoxin-like,187,4.009297065330003,24.019251336898385,-0.2133689839572193,9.017724800109864,0.0,2,2.324324324324324,Thioredoxin-like_superfamily_068|Thioredoxin-like
Thioredoxin-like_superfamily_078|Thioredoxin-like,Thioredoxin-like_superfamily_078,ProLLaMA,False,49.5,Thioredoxin-like_superfamily_078|Thioredoxin-like,245,3.300587118214722,40.15306122448978,-0.9138775510204082,10.292587089538571,0.0,4,5.142857142857143,Thioredoxin-like_superfamily_078|Thioredoxin-like
Thioredoxin-like_superfamily_085|Thioredoxin-like,Thioredoxin-like_superfamily_085,ProLLaMA,True,45.6,Thioredoxin-like_superfamily_085|Thioredoxin-like,216,3.9762966898813454,25.84629629629631,-0.3782407407407405,4.415957832336426,0.0,3,1.032258064516129,Thioredoxin-like_superfamily_085|Thioredoxin-like
Thioredoxin-like_superfamily_096|Thioredoxin-like,Thioredoxin-like_superfamily_096,ProLLaMA,True,38.5,Thioredoxin-like_superfamily_096|Thioredoxin-like,97,3.9201324435546754,24.55876288659794,-0.6164948453608246,9.561709022521974,0.0,4,2.555555555555556,Thioredoxin-like_superfamily_096|Thioredoxin-like
Thioredoxin-like_superfamily_108|Thioredoxin-like,Thioredoxin-like_superfamily_108,ProLLaMA,True,57.99999999999999,Thioredoxin-like_superfamily_108|Thioredoxin-like,144,3.973561439896599,39.48895833333332,-0.1083333333333333,4.950073814392089,0.0,2,1.1363636363636365,Thioredoxin-like_superfamily_108|Thioredoxin-like
Thioredoxin-like_superfamily_109|Thioredoxin-like,Thioredoxin-like_superfamily_109,ProLLaMA,True,35.9,Thioredoxin-like_superfamily_109|Thioredoxin-like,224,3.944490019340444,21.094642857142837,-0.094642857142857,9.19043560028076,0.0,2,2.056603773584906,Thioredoxin-like_superfamily_109|Thioredoxin-like
Thioredoxin-like_superfamily_111|Thioredoxin-like,Thioredoxin-like_superfamily_111,ProLLaMA,True,38.6,Thioredoxin-like_superfamily_111|Thioredoxin-like,166,3.991360933733288,24.365722891566254,-0.1012048192771083,9.09785900115967,0.0,2,1.738095238095238,Thioredoxin-like_superfamily_111|Thioredoxin-like
Thioredoxin-like_superfamily_135|Thioredoxin-like,Thioredoxin-like_superfamily_135,ProLLaMA,True,80.4,Thioredoxin-like_superfamily_135|Thioredoxin-like,234,3.9816653695220254,37.226495726495735,-0.2782051282051282,4.908581352233886,0.0,4,2.488372093023256,Thioredoxin-like_superfamily_135|Thioredoxin-like
Thioredoxin-like_superfamily_139|Thioredoxin-like,Thioredoxin-like_superfamily_139,ProLLaMA,False,53.400000000000006,Thioredoxin-like_superfamily_139|Thioredoxin-like,179,3.8481959261756193,45.28659217877094,-0.4279329608938553,4.147109413146972,0.0,3,1.320754716981132,Thioredoxin-like_superfamily_139|Thioredoxin-like
Thioredoxin-like_superfamily_143|Thioredoxin-like,Thioredoxin-like_superfamily_143,ProLLaMA,True,33.800000000000004,Thioredoxin-like_superfamily_143|Thioredoxin-like,203,3.9638118277610985,29.233497536945784,-0.1517241379310344,4.686454582214354,0.0,2,1.9787234042553192,Thioredoxin-like_superfamily_143|Thioredoxin-like
Thioredoxin-like_superfamily_145|Thioredoxin-like,Thioredoxin-like_superfamily_145,ProLLaMA,False,35.199999999999996,Thioredoxin-like_superfamily_145|Thioredoxin-like,236,3.9767169737323274,44.57754237288136,-0.0754237288135593,5.405013084411621,0.0,4,1.46875,Thioredoxin-like_superfamily_145|Thioredoxin-like
